question_id,question,options,answer,answer_index,cot_content,category,src
7771,Пациент принимает по $150 \mathrm{мг}$ лекарства каждый день в одно и то же время. Прямо перед каждым приемом таблетки в организме остается 5$\%$ от общего количества лекарства. Какое количество лекарства остается в организме после третьей таблетки?,"['145.5 мг' '162.75 мг' '165.375 мг' '160.5 мг' '155 мг' '152.25 мг'
 '150 мг' 'empty' '157.875 миллиграмм' '142.75 мг']",I,8,,math,scibench-calculus
9179,"Два одинаковых проводящих шара незначительного размера заряжены соответственно 16,0 × 10^14 Кл и 6,4 × 10^14 Кл и размещены на расстоянии 20 см друг от друга. Затем они перемещаются на расстояние 50 см друг от друга. Сравните силы между ними в двух положениях. Шары соединены тонкой проволокой. Какую силу каждый из них теперь оказывает на другой?","['9 × 10^9 Н·м²·К²' '""шесть и одна четвертая"".'
 '4.5 × 10^16 Н = 45 квинтиллионов ньютонов'
 '2.23 × 10^17 Н = 223 квинтиллионов ньютонов' '147 квинтиллионов'
 '3.64 × 10^18 Н = 3.64 трлн. ньютонов' '8.29 × 10^17 Ньютона'
 '555 000 000 000 000 000 Ньютон' '7.32 × 10^16 Н = 7.32 трлн Ньютон'
 '9.6 × 10^14 C переводится на русский язык как ""9.6 умножить на 10 в степени 14 Кулона"".']",G,6,,physics,stemez-Physics
7415,Рассмотрим важность резервных запасов в модели сельскохозяйственного рынка.,"['Буферные запасы устраняют необходимость в субсидиях для сельского хозяйства.'
 'Буферные запасы приводят к колебаниям цен.'
 'Буферные запасы обеспечивают постоянное снижение рыночной цены сельскохозяйственных культур.'
 'Буферные запасы обеспечивают неограниченный доход для фермеров.'
 'Буферные запасы в основном используются для контроля экспорта сельскохозяйственных культур.'
 'Буферные запасы повышают цену сельскохозяйственных культур.'
 'Буферные запасы приводят к перепроизводству сельскохозяйственных культур, что приводит к потерям.'
 'Буферные запасы стабилизируют рыночную цену и не накладывают финансовую нагрузку на правительство на протяжении многих лет.'
 'Буферные запасы поддерживаются без влияния на предложение и спрос.'
 'Буферные запасы являются обузой для правительства.']",H,7,,economics,stemez-Economics
7380,"Предположим, что было проведено тестирование 100 отдельных фирм, чтобы определить, сколько из них ""побеждают рынок"" с использованием регрессии типа Дженсена, и было обнаружено, что 3 управляющих фондами действительно достигают этого. Представляет ли это первоначальное доказательство неэффективности фондового рынка?","['Результаты были бы разными, если бы использовался другой тип регрессии.'
 'Это указывает на наличие доказательств эффективности рынка акций, а не его неэффективности.'
 'Да, выведи только русский текст.'
 'Для ответа на этот вопрос вам нужно протестировать каждого управляющего фондом, торгующего на этом рынке.'
 'В вопросе предоставлено недостаточно информации для сделывания вывода о эффективности рынка.'
 'Нет, выведите только русский текст.'
 'Результаты неоднозначны без знания общей производительности рынка.'
 'Невозможно делать выводы на основе результатов только 100 компаний.'
 'Это указывает на то, что большинство управляющих фондами не значительно превосходят рынок.'
 'Это подразумевает, что только небольшой процент управляющих фондами может превзойти рынок.']",F,5,,economics,ori_mmlu-econometrics
10590,"Из предложенного, какое наилучшим образом приближает отношение количества нелистовых узлов к общему числу узлов в полном K-арном дереве глубины N?","['N/K - это аббревиатура, которая обозначает ""неизвестно"" или ""неизвестное количество"".'
 '(N-1)/K - это математическое выражение, которое можно перевести на русский язык как ""разность между N и 1, деленная на K"".'
 'К-1/К' 'N-1/m переводится на русский как ""эн минус один делить на эм"".'
 'логарифм по основанию 10 от 1/N' 'empty'
 '(K-1)/N переводится на русский язык как ""К-1, поделить на N"".'
 'К/Н (Ключевые слова/Название)' 'Один разделить на (К-1).'
 '1/K - одна десятая']",J,9,,computer science,ori_mmlu-college_computer_science
2762,Производительность группы на задаче ограничена производительностью наименее опытного или компетентного участника группы.,"['заменяемый' 'союз' 'добавка' 'делится' 'дизъюнктивный'
 'взаимодополняющий' 'последовательный' 'кооперативный'
 'синхронизированный' 'компенсационный']",B,1,,psychology,ori_mmlu-professional_psychology
3867,Сколько электричества потребуется для разложения 454 г воды электролизом? Общая реакция: 2H_2O → 2H_2 + O_2.,"['100.8 фарадей, выведи только русский текст' '35.7 фарадеев'
 '125.6 фарадеев' '150.4 фарадаи, выведи только русский текст'
 '12.6 фарадей, выведи только русский текст' '200.8 фарадеев'
 '50.4 фарадаи' '25.2 фарадаи, выведи только русский текст'
 '67.2 фарадаи, выведи только русский текст.' '75.6 фарадеев']",G,6,,chemistry,stemez-Chemistry
7344,Что такое социальный накладной капитал?,"['Частные инвестиции в технологические стартапы.'
 'Публичные инвестиции в культурные и развлекательные объекты.'
 'Расходы правительства на военные и оборонные цели.'
 'Средства, выделенные на личные накопления и пенсионные счета.'
 'Инвестиции в частные медицинские учреждения.'
 'Корпоративные инвестиции в исследования и разработки.'
 'Инвестиции в частные образовательные учреждения.'
 'Гранты предоставляются некоммерческим организациям для развития сообщества.'
 'Частные инвестиции для экономического роста.'
 'Публичные инвестиции, необходимые для роста и развития.']",J,9,,economics,stemez-Economics
6148,Лобная доля коры головного мозга отвечает за следующее:,"['Регулирование голода и жажды.' 'Слух и равновесие.' 'Обработка запаха.'
 'Визуальное восприятие.' 'Регулирование температуры тела.'
 'Способность рисовать формы.' 'Управление сердечным ритмом.'
 'Понимание речи других.' 'Цикл сна/бодрствования.' 'Хранилище памяти.']",F,5,,health,ori_mmlu-clinical_knowledge
3878,empty,"['0.908 кал/моль·К' '0.4846 кал/моль·К' '0.727 кал/моль·К'
 '0.12115 кал/моль·К' '1.454 кал/моль·К' '0.14538 кал/моль·К'
 '0.3635 кал/моль·К' '2.175 кал/моль·К' '0.2423 кал/моль·К'
 '0.060575 кал/моль·К']",I,8,,chemistry,stemez-PhysicalChemistry
7731,"Пусть V - это вещественное векторное пространство всех вещественных матриц размером 2 x 3, а W - вещественное векторное пространство всех вещественных столбцов размером 4 x 1. Если T - линейное преобразование из V в W, то какова размерность подпространства ядра T?","['пять' 'три' 'девять' 'четыре' '2 - два' '0 - ноль' 'семь' 'шесть'
 'Переведи на русский: ""1, выведи только русский текст' 'восемь']",E,4,,math,ori_mmlu-college_mathematics
10273,"Тяжелый объект может погрузиться в землю во время землетрясения, если встряхивание вызывает жидкостность грунта, при которой зерна почвы почти не испытывают трения, скользя друг по другу. Земля тогда превращается в подобие быстроходного песчаного болота. Возможность жидкостности в песчаном грунте может быть предсказана с помощью показателя пустотности $e$ для образца грунта:
$$
e=\frac{V_{\text {пустоты }}}{V_{\text {зерна }}} .
$$
Здесь $V_{\text {зерна }}$ - это общий объем песчаных зерен в образце, а $V_{\text {пустоты }}$ - это общий объем между зернами (в пустотах). Если $e$ превышает критическое значение 0.80, то жидкостность может произойти во время землетрясения. Какова соответствующая плотность песка $\rho_{\text {песок }}$ ? Твердый диоксид кремния (основной компонент песка) имеет плотность $\rho_{\mathrm{SiO}_2}=2.600 \times 10^3 \mathrm{~кг} / \mathrm{м}^3$.","['1.4 тысячи килограмм на кубический метр'
 '1.2 тысячи килограммов на кубический метр'
 '3.0 тысячи килограмм на кубический метр'
 '1.6 тысячи килограммов на кубический метр.'
 '2.4 тысячи килограммов на кубический метр'
 '1.8 тысячи килограмм на кубический метр'
 '2.8 тысячи килограмм на кубический метр'
 '2.2 тысячи килограмм на кубический метр'
 '1.0 $10^3 \\mathrm{~кг} / \\mathrm{м}^3$ - одна тысяча килограмм на кубический метр.'
 '2.6 тысячи килограммов на кубический метр']",A,0,,physics,scibench-fund
5886,Какой из следующих списков содержит только минералы?,"['Уголь, кремень, известняк, доломит, галит.'
 'Железо, медь, цинк, свинец, гранит.' 'Алмаз, кварц, гипс, соль, мел.'
 'Гнейс, сланец, филлит, хлорит, мика.' 'empty'
 'Мрамор, обсидиан, базальт, кварц, алмаз.'
 'Песчаник, сланец, известняк, алмаз, золото.'
 'Гранит, габбро, диорит, кварц, полевой шпат.'
 'Золото, кварц, топаз, алмаз, корунд.'
 'Гранит, топаз, мрамор, кварц, полевой шпат.']",I,8,,other,ori_mmlu-miscellaneous
10784,"Согласно Рейману, аргументы в пользу смертной казни, выдвинутые ван ден Хаагом.","['не основаны на логическом рассуждении.'
 'Они недостаточно обоснованы из-за отсутствия эмпирических доказательств.'
 'противоречит принципам прав человека.' 'следуйте здравому смыслу.'
 'основаны на предвзятых принципах.' 'должно быть принято.'
 'Докажите, что пытки являются нравственно неприемлемыми.'
 'основаны на концепции возмездия.' 'empty'
 'не совместимы с правом на возмездие.']",D,3,,philosophy,ori_mmlu-moral_disputes
8542,"Утверждение 1 | Если H и K являются подгруппами группы G, то |HK| = |H||K|/|H пересечение K|. 
Утверждение 2 | Группа порядка 2p, где p - нечетное простое число, является циклической или изоморфной D_p.","['Истина, Ложь' 'Правда, правда, выведи только русский текст.'
 'Ложь, ложь' 'Ложь, Истина']",B,1,,math,ori_mmlu-abstract_algebra
8409,"Предположим, что $X_1, X_2, ...$ - это вещественные числа между 0 и 1, выбранные независимо и равномерно случайным образом. Пусть $S=\sum_{i=1}^k X_i/2^i$, где $k$ - наименьшее положительное целое число такое, что $X_k<X_{k+1}$, или $k=\infty$, если такого целого числа нет. Найдите математическое ожидание S.","['0.35462541 - это число, поэтому его нельзя перевести на русский язык.'
 '0.32876543 - ноль целых триста двадцать восемь тысяч семьсот шестьдесят пять миллионных.'
 '0.25012345 - две целых пять десятитысячных'
 '0.42365489 - это число, поэтому его нельзя перевести на русский язык.'
 '0.50567891 - это число, поэтому его нельзя перевести на русский язык.'
 '0.28934765 - это число и не имеет русского текста.'
 '0.37654298 - это число и не имеет русского текста.'
 '0.46789234 - ноль целых четыреста шестьдесят семь миллионов восемьсот девяносто две тысячи триста сорок'
 '0.29744254 - это число и не имеет русского текста.'
 '0.41123567 - это число, поэтому его нельзя перевести на русский язык.']",I,8,,math,theoremQA-Math
2504,"Подвергая людей аргументам против их взглядов, аргументам, которые затем сильно опровергаются, можно добиться того, чтобы","['сделай их более спорящими'
 'Сделать их более восприимчивыми к принятию противоположных точек зрения.'
 'Ослабить их сопротивление к последующим убедительным аргументам.'
 'увеличить их отношение к амбивалентности'
 'укрепить свои существующие взгляды'
 'приведи их к формированию новых, несвязанных мнений'
 'сделать их равнодушными к объекту отношения'
 'защитить химию от последующих убедительных аргументов'
 'Смутить их относительно их первоначальных убеждений.'
 'заставить их отвергнуть все будущие аргументы']",H,7,,psychology,ori_mmlu-professional_psychology
3873,"Рассчитайте количество граммов NH_4Cl, которое необходимо добавить к 2 л 0,1 М NH_3 для приготовления раствора с pH = 11,3 при 25 °C. K_b для NH_3 = 1,8 × 10^-5. Уравнение равновесия: NH_3 + H_2O \rightleftarrows NH_4^+ + OH^-.","['0.110 г NH_4Cl - это 0.110 г аммония хлорида.'
 '0.098 г NH_4Cl - это 0.098 г аммония хлорида.'
 '0.089 г NH_4Cl - это 0.089 г аммония хлорида.'
 '0.080 г NH_4Cl - это 0.080 г аммония хлорида.'
 '0.097 г NH_4Cl - девяносто семь миллиграмм аммония хлорида.'
 '0.096 г NH_4Cl - это 0.096 г аммоний хлорида.'
 '0.095 г NH_4Cl - это 0.095 г аммоний хлорида.' '0.085 грамма NH_4Cl.'
 '0.103 г NH_4Cl - это 0.103 г аммоний хлорида.' '0.092 грамма NH_4Cl.']",F,5,,chemistry,stemez-Chemistry
132,Какой из них не является элементом основных деятельностей цепочки создания ценности?,"['Контроль качества' 'Инфраструктура'
 'Управление человеческими ресурсами.' 'Операции' 'Сервис'
 'Входящая логистика' 'Продажи и маркетинг' 'Закупки'
 'Исходящая логистика' 'Развитие технологий.']",H,7,,business,ori_mmlu-management
11806,"В каплю воды падает в сухой неподвижный воздух при давлении 1 атмосфера со скоростью 225 см/сек. Капля имеет сферическую форму с диаметром 0,03 см. Температура воздуха составляет 145°F, а поверхностная температура капли - 70°F. Давление насыщенного пара воды при 70°F составляет 0,0247 атмосферы. При условии псевдоустойчивого процесса рассчитайте чистую скорость испарения из капли воды.","['1.324 × 10^-8 гмоль/сек' '2.5 × 10^-7 гмоль/сек'
 '6.62 × 10^-7 гмоль/сек' '2.648 × 10^-6 гмоль/сек'
 '1.324 × 10^-6 гмоль/сек.' '0.0000001324 гмоль/сек'
 '6.62 × 10^-8 гмоль/сек' '1.5 × 10^-7 гмоль/сек' '0.75 × 10^-7 гмоль/сек'
 '2.124 × 10^-8 гмоль/сек']",F,5,,engineering,stemez-TransportPhenomena
12048,Шаговый повышающий преобразователь имеет входное напряжение 110 В и выходное напряжение 150 В. Значение коэффициента заполнения равно.,"['0.90 - девяносто сотых' '0.38 - ноль целых тридцать восемь'
 '0.55 - ноль целых пятьдесят пять' '0.27 - двадцать семь сотых.'
 '0.75 - ноль целых семьдесят пять сотых.'
 '0.50 переводится на русский как ""ноль целых пятьдесят"".'
 '""ноль целых тридцать две"".' '0.45 - ноль целых сорок пять'
 '0.82 - ноль целых восемьдесят две сотых.'
 '0.67 - это число шестьдесят семь сотых.']",J,9,,engineering,ori_mmlu-electrical_engineering
4519,Рассчитайте величину магнитного момента спина электрона.,"['1.23 $10^{-23}$ Дж/Т' '3.26 х $10^{-23}$ Дж/Т'
 '2.20 $10^{-23} \\mathrm{~J} / \\mathrm{T}$ переводится на русский как ""2,20 х $10^{-23}$ Дж/Тл"".'
 ': 0.91 эрг/Тл.' '1.61 x 10^{-23} Дж/Т' '1.80 $10^{-23}$ Дж/Тл'
 '1.47 х $10^{-23}$ Дж / Т' '2.01 $10^{-23}$ Дж/Т'
 '""1,00 х $10^{-23}$ Дж/Тл"".' '2.54 долларах 10 в степени -23 Дж / Т']",E,4,,chemistry,scibench-quan
883,"Какое утверждение лучше объясняет цель различия Харта между ""быть обязанным"" и ""иметь обязательство""?","['Он опровергает взгляд естественного юриста на роль морали в праве.'
 'Он проливает свет на понятие правила.'
 'Он различает формальное и существенное правосудие.'
 'Это подчеркивает важность индивидуальных прав в праве.'
 'Это уточняет отношения между правом и обществом.'
 'Это объясняет природу правил, которые предоставляют власть.'
 'Он различает между юридическими и этическими обязательствами.'
 'Он предоставляет руководство для применения законов.'
 'Это объясняет роль судебного усмотрения в праве.']",B,1,,law,ori_mmlu-jurisprudence
2515,"Психолог вызывается по повестке в суд, чтобы дать показания на депозиции о текущем клиенте в рамках терапии. Это означает, что психолог:","['должен представить подробный анализ психологического состояния клиента.'
 'должен явиться на депозицию по требованию.'
 'должен дать показания о клиенте, как требуется.'
 'необходимо предоставить письменное заявление о психическом состоянии клиента.'
 'Можете выбрать не явиться на депозицию.'
 'должен раскрыть все детали о сеансах терапии клиента.'
 'требуется прекратить терапию с клиентом.'
 'может отказаться от свидетельских показаний по основаниям клиентской конфиденциальности.'
 'можно ожидать получения судебного приказа в течение 60 дней.'
 'необходимо предоставить запрошенные документы.']",B,1,,psychology,ori_mmlu-professional_psychology
2601,"Обычно ожидается, что яркость объекта будет увеличиваться с увеличением количества отраженного от него света. Однако воспринимаемая яркость объекта также зависит от поля, которое его окружает. Обсудите этот феномен, включая метод его демонстрации.","['Воспринимаемая яркость объекта зависит от расстояния источника света до объекта, при ближнем расположении источника света объект кажется ярче.'
 'Воспринимаемая яркость объекта зависит от расстояния между наблюдателем и объектом, при ближнем расстоянии объекты кажутся ярче.'
 'Воспринимаемая яркость объекта зависит от его размера.'
 'Воспринимаемая яркость объекта зависит от угла падения света на него, прямые углы увеличивают яркость.'
 'empty'
 'Воспринимаемая яркость объекта зависит только от количества отраженного света.'
 'Воспринимаемая яркость объекта зависит от его цвета, при этом светлые цвета всегда кажутся ярче, чем темные цвета.'
 'Яркость объекта всегда увеличивается, когда на него отражается больше света.'
 'Воспринимаемая яркость объекта может быть продемонстрирована с помощью поляризационных линз для снижения бликов и усиления яркости.'
 'Воспринимаемая яркость объекта зависит от контраста между объектом и окружающим его полем. Это можно продемонстрировать, разместив образцы среднего серого цвета на разноцветных фонах.']",J,9,,psychology,stemez-Psychology
136,"Давайте предположим, что 10-летний годовой доход по индексу S&P 500 (рыночному портфелю) составляет 10%, в то время как средний годовой доход по казначейским счетам (хороший приближенный показатель безрисковой ставки) составляет 5%. Каково значение коэффициента Трейнора для рынка? Верните числовое значение между 0 и 1.","['0.08 - ноль целых восемь' '0.25 - двадцать пять сотых'
 '0.15 - ноль целых пятнадцать' '0.5 - половина'
 '0.4 - ноль целых четыре десятых' '0.1 - ноль целых одна десятая'
 '0.2 - две десятых' '0.05 - ноль целых пять десятых'
 '0.3 - ноль целых три десятых' '0.6 - шесть десятых']",H,7,,business,theoremQA-Finance
833,Какая сумма ежемесячных платежей позволит погасить долг в размере 25 000 долларов за 7 лет под 7% годовых?,"['Четыре тысячи девятьсот двадцать пять рублей.'
 'Четыре тысячи пятьсот рублей.' 'Четыре тысячи семьсот пятьдесят рублей.'
 'Четыре тысячи триста тридцать три рубля тридцать три копейки.'
 '4100.00 рублей' 'Три тысячи пятьсот рублей.'
 'Три тысячи восемьсот девяносто пять рублей шестьдесят семь копеек.'
 'Четыре тысячи шестьсот тридцать восемь целых восемьдесят три сотых.'
 'Пять тысяч рублей.' 'Четыре тысячи восемьсот рублей.']",H,7,,business,theoremQA-Finance
5616,Какие из этих измерений равны одному квадратному футу?,"['150 квадратных дюймов' '300 квадратных дюймов' '100 квадратных дюймов'
 '50 квадратных дюймов' '225 квадратных дюймов' '77 квадратных дюймов'
 '125 квадратных дюймов' '144 квадратных дюйма' '200 квадратных дюймов'
 '175 квадратных дюймов']",H,7,,other,ori_mmlu-miscellaneous
6230,"37-летняя женщина с ВИЧ обратилась к врачу из-за прогрессирующего поноса, длительностью 1 месяц, и потери веса в 1,8 кг (4 фунта). За последнюю неделю у нее было шесть больших водянистых стулов в день. В настоящее время она получает тройную антиретровирусную терапию. Она работает стюардессой и регулярно выполняет рейсы по всей территории США. Она также летает в Азию хотя бы раз в месяц. Она ростом 163 см (5 футов 4 дюйма) и весит 59 кг (130 фунтов); ИМТ составляет 22 кг/м2. Ее температура составляет 37°C (98.6°F), пульс - 88 ударов в минуту, а давление - 112/64 мм рт. ст. Живот впалый. Остальная часть обследования не показывает никаких аномалий. Количество CD4+ Т-лимфоцитов составляет 400/мм3 (норма ≥500). Какой из следующих организмов наиболее вероятен в качестве причины?","['Криптоспоридий паравум' 'Цитомегаловирус'
 'Mycobacterium avium-intracellulare complex - комплекс Mycobacterium avium-intracellulare.'
 'Сальмонелла энтеритидис']",A,0,,health,ori_mmlu-professional_medicine
7983,Каково значение выражения $\int_{0}^\pi (sin(123*x/2)/sin(x/2))^2dx$? Округлите ответ до трех десятичных знаков.,"['512.3456789 - пятьсот двенадцать целых тридцать четыре десятых триста пятьдесят шесть тысячных семьсот восемьдесят девять десятых.'
 '386.4158898 на русском языке: триста восемьдесят шесть целых четыреста пятнадцать миллионов восемьсот восемьдесят девять тысяч восемьсот девяносто восемь.'
 'четыреста пятьдесят шесть целых семьсот восемьдесят девять тысячных двенадцатых'
 'сто двадцать три целых четыреста пятьдесят шесть миллионов семьсот восемьдесят девять тысяч девятьсот'
 '789.0123456 - семьсот восемьдесят девять целых и двенадцать миллионов триста сорок пять тысяч четыреста пятьдесят шесть'
 '654.3210987 - шестьсот пятьдесят четыре целых триста двадцать одна тысячная девяносто восемь'
 '246.9135780 - двести сорок шесть целых девятьсот тринадцать тысяч пятьсот семьдесят восемь'
 '61.7039449 на русском языке: шестьдесят одна целая семьсот три десятитысячи девятьсот сорок четыре девяносто девять.'
 '159.2356688 на русском языке: сто пятьдесят девять целых двести тридцать пять тысяч шестьсот шестьдесят восемь.'
 '987.6543210 - девятьсот восемьдесят семь целых шестьсот пятьдесят четыре тысячи триста двадцать одна десятая.']",B,1,,math,theoremQA-Math
1292,"Леопольд Поспишил выделяет четыре элемента, проявляемых правом: власть, универсальность, ""облигатио"" - и четвертый?","['Целостность.' 'Иерархия.' 'Спор.' 'Справедливость.' 'Гармония.'
 'Регуляция.' 'Наказание.' 'Санкция.' 'Заказ.' 'Равенство.']",H,7,,law,ori_mmlu-jurisprudence
6041,"25-летний мужчина доставлен в отделение скорой помощи из-за истории 6-дневной лихорадки, сильной мышечной боли и диффузного, болезненного отека шеи, подмышечных впадин и области паха. Симптомы начались после возвращения с похода в Нью-Мексико. Он выглядит больным и вялым и едва может отвечать на вопросы. Его температура составляет 39,2 °C (102,5 °F), пульс - 120 ударов в минуту, дыхание - 22 в минуту, а артериальное давление - 110/70 мм рт. ст. При физическом обследовании обнаружены общие рассеянные черные макулы. При осмотре правой верхней конечности обнаружено эритематозное, плотное, болезненное образование на нижней стороне верхней конечности над локтем; образование выделяет кровь и некротический материал. Самым эффективным антибиотиком для лечения этого заболевания пациента будет вмешательство в следующие клеточные процессы или ферменты?","['ДНК-геликаза' 'Сборка рибосом, выведи только русский текст.'
 'Митохондриальная синтез АТФ.' 'Глюкуроносилтрансфераза'
 'Активность топоизомеразы II' 'Синтез липидов.'
 'Активность РНК-полимеразы' 'Синтез клеточной стенки.'
 'Протеасомальный разложение' 'Функция фосфолипазы']",B,1,,health,ori_mmlu-professional_medicine
3953,"Добавлено 0,001 моль NaOH к 100 мл раствора, содержащего 0,5 М HC₂H₃O₂ и 0,5 М NaC₂H₃O₂. Определите pH этого раствора; Кдиссоциации уксусной кислоты равно 1,8 × 10^-5.","['5.20 - пять целых двадцать сотых'
 '4.68 - четыре целых шестьдесят восемь сотых.'
 '5.10 - пять целых десятых' '4.74 - четыре целых семьдесят четыре сотых'
 '4.76 - четыре целых семьдесят шесть сотых' '5.00 - пять целых'
 '4.70 - четыре целых семьдесят сотых'
 '4.90 - четыре целых девяносто сотых'
 '4.82 - четыре целых восемьдесят две сотых'
 '4.80 - четыре целых восемьдесят сотых']",E,4,,chemistry,stemez-Chemistry
1549,"1 марта владелец дома и художник заключили письменный контракт, в котором художник обещал покрасить наружную часть дома владельца за 3000 долларов. Перед подписанием контракта владелец дома и художник устно согласились, что их контракт будет недействителен, если владелец дома не сможет получить кредит на 3000 долларов от Национального Банка до 1 апреля. 31 марта владелец дома получил информацию от Национального Банка о том, что его заявка на кредит была отклонена. На следующий день владелец дома позвонил художнику и сообщил ему, что сделка отменяется. Если художник подает иск о нарушении контракта против владельца дома, будет ли неспособность последнего получить кредит являться действительной защитой?","['Нет, потому что владелец дома лишен права отрицать действительность письменного контракта.'
 'Да, потому что владелец дома не смог выполнить финансовые обязательства по контракту.'
 'Нет, потому что художник может потребовать компенсации за нарушение контракта.'
 'Нет, потому что владелец дома не предпринимал усилий для получения кредита в другом банке.'
 'Нет, потому что соглашение о займе изменяло явные условия письменного документа.'
 'Да, потому что договор займа был предварительным условием для существования контракта.'
 'Нет, потому что устное соглашение о займе не имеет юридической силы.'
 'Да, потому что художник был осведомлен о состоянии займа до подписания контракта.'
 'Да, потому что соглашение о займе составляло действительное изменение письменного документа.']",F,5,,law,ori_mmlu-professional_law
3874,"Рассчитайте выход, пороговую энергию и энергию проект-иля для реакции (^23 _11)Na [(^3 _1)H , ^1n] (^25 _12)Mg с массами, равными соответственно 22.9898, 3.01605, 1.008665 и 24.98584.","['Выходная энергия: 8.65 МэВ, Пороговая энергия: 9.89 МэВ, Энергия снаряда: 10.59 МэВ.'
 'Выходная энергия: 10,59 МэВ, Пороговая энергия: 11,22 МэВ, Энергия проектеля: 9,89 МэВ.'
 'Выходная энергия: 10,59 МэВ, Пороговая энергия: 9,89 МэВ, Энергия снаряда: Не имеет значения.'
 'Выходная энергия: 9,89 МэВ, Пороговая энергия: 10,59 МэВ, Энергия снаряда: Без значения.'
 'Выходная энергия: 9.89 МэВ, Пороговая энергия: Нет значения, Энергия снаряда: 10.59 МэВ.'
 'Выходная энергия: 11.22 МэВ, Пороговая энергия: 9.89 МэВ, Энергия снаряда: 8.65 МэВ.'
 'Выходная энергия: 8,65 МэВ, Пороговая энергия: 10,59 МэВ, Энергия снаряда: Не имеет значения.'
 'Выходная энергия: 10,59 МэВ, Пороговая энергия: Не имеет значения, Энергия снаряда: 9,89 МэВ.'
 'Выходная энергия: 11.22 МэВ, Пороговая энергия: Нет значения, Энергия проектеля: 8.65 МэВ.'
 'Выходная энергия: 9.89 МэВ, Пороговая энергия: 11.22 МэВ, Энергия проектеля: 10.59 МэВ.']",H,7,,chemistry,stemez-PhysicalChemistry
9902,"Спектр определенного источника света состоит из линий и полос, простирающихся от длины волны 5,0 × 10^-5 см до 7,5 × 10^-5 см. Когда дифракционная решетка освещается этим светом нормально, обнаруживается, что два смежных образовавшихся спектра перекрываются, соединение двух спектров происходит под углом 45°. Сколько линий на сантиметр нанесено на решетку?","['3200 пер см' '5000 пер см' '5300 на см' '4500 пер см'
 '4900 персон на сантиметр' '4100 на см' '5650 персон на сантиметр'
 '4350 per cm переводится на русский как ""4350 в сантиметре"".'
 '6000 пер см' '4715 пер см']",J,9,,physics,stemez-Physics
7233,Ожидается введение квоты на импорт иностранных автомобилей.,"['увеличить цену на автомобили и защитить отечественных производителей за счет потребителей.'
 'снизить цену на автомобили и защитить иностранных производителей за счет потребителей.'
 'увеличить цену на автомобили и защитить иностранных производителей за счет отечественных производителей.'
 'увеличить цену на автомобили и защитить отечественных потребителей за счет отечественных производителей.'
 'увеличение внутренней эффективности и защита иностранных производителей за счет внутренних потребителей.'
 'увеличение внутренней эффективности и защита отечественных производителей за счет иностранных производителей.'
 'снизить цену на автомобили и защитить отечественных потребителей за счет иностранных производителей.'
 'снижение внутренней эффективности и защита внутренних потребителей за счет зарубежных производителей.'
 'снижение внутренней эффективности и защита иностранных производителей за счет отечественных производителей.'
 'снизить цену на автомобили и защитить отечественных производителей за счет потребителей.']",A,0,,economics,ori_mmlu-high_school_macroeconomics
